NEW_SMILES,similarity,ppIC$_{50}$ SVR,ppIC$_{50}$ Ridge,ppIC$_{50}$ RFR,mean,std
Cc1cc(C)c(N(C)C)cc1Oc1cn(C)c(COc2ccccc2)cc1=O,0.69811320754717,6.43677101305441,6.84493841193969,6.30961987369654,6.53044309956355,0.27968255074267
Cc1ccc(Oc2cn(C)c(COc3ccccc3)cc2=O)c(SC(N)=O)c1,0.696428571428571,6.74108254242899,6.04871636383604,6.21934885524367,6.33638258716956,0.360715125994498
Cc1cc(NC(N)=O)ccc1Oc1cn(C)c(COc2ccccc2)cc1=O,0.696428571428571,6.38945728030816,6.32809890718741,6.39603567349643,6.37119728699733,0.037468941417063
Cc1cc(SC(N)=O)ccc1Oc1cn(C)c(COc2ccccc2)cc1=O,0.696428571428571,6.60512720956324,6.41241409654692,6.37505837849244,6.46419989486754,0.123467580515489
COn1cc(C)c(Oc2cn(C)c(COc3ccccc3)cc2=O)c1,0.692307692307692,6.30654414666412,6.78683469287057,6.31815032087453,6.47050972013641,0.274006919805691
Cc1cn(C)c(=N)cc1Oc1cn(C)c(COc2ccccc2)cc1=O,0.692307692307692,6.33794672248121,6.68894152854379,6.30605530032959,6.4443145171182,0.21245245760164
Cc1ccc(Oc2cn(C)c(COc3nccn3C)cc2=O)c(C)c1,0.692307692307692,6.09881617677266,6.43780140601183,6.32912706703747,6.28858154994065,0.173091596064251
Cc1ccc(Oc2cn(C)c(COc3ncncn3)cc2=O)c(C)c1,0.692307692307692,6.20074588714866,6.40659975061243,6.33858559824494,6.31531041200201,0.104882095691889
Cc1ccc(Oc2cn(C)c(COc3ccccc3)cc2=O)c(C)n1,0.692307692307692,6.30918330099437,6.7811880673675,6.1830887017077,6.42448669002319,0.31528061539177
Cc1cn(C)c(=S)cc1Oc1cn(C)c(COc2ccccc2)cc1=O,0.692307692307692,6.44892734292081,6.72002438516933,6.3066676901421,6.49187313941075,0.209998084296203
Cc1c[nH]c(=O)cc1Oc1cn(C)c(COc2ccccc2)cc1=O,0.692307692307692,6.19529998415619,6.68948459765198,6.28298960893197,6.38925806358005,0.26367469805418
Cc1ccc(Oc2cn(C)c(COC3=CC(=O)C=C3)cc2=O)c(C)c1,0.692307692307692,6.31186462348602,6.36960619337567,6.31469349607219,6.33205477097796,0.0325512307462526
Cc1ccc(Oc2cn(C)c(COc3ccccc3)cc2=O)c(=O)[nH]1,0.692307692307692,6.4410607061112,6.75340521556435,6.22521693685001,6.47322761950852,0.265559310100282
Cc1[nH]c(=O)ccc1Oc1cn(C)c(COc2ccccc2)cc1=O,0.692307692307692,6.46794919581766,6.83728834309766,6.28918531044311,6.53147428311948,0.279518892275291
CCn1cc(C)c(Oc2cn(C)c(COc3ccccc3)cc2=O)c1,0.692307692307692,6.61671753339415,6.71152857718995,6.31563820750567,6.54796143936326,0.206707151671099
Cc1ccc(C)c2c1c(Oc1cn(C)c(COc3ccccc3)cc1=O)cn2C,0.692307692307692,6.25553768711145,6.39801941737253,6.28312525534051,6.31222745327483,0.0755676141478886
Cc1ccc(Oc2cn(C)c(COc3cc4occn4c3)cc2=O)c(C)c1,0.690909090909091,6.38322178998381,6.48582091818827,6.36652327009232,6.41185532608813,0.0645979237490239
Cc1ccc(Oc2cn(C)c(COc3ccn(C#N)c3)cc2=O)c(C)c1,0.690909090909091,6.56977885520051,6.59046493063764,6.48322554239055,6.54782310940957,0.0568912355097864
COc1cc(OCc2cc(=O)c(Oc3ccc(C)cc3C)cn2C)c[nH]1,0.690909090909091,6.06374519765393,6.58330115170802,6.34558346637013,6.33087660524403,0.26009001551655
COc1cc(OCc2cc(=O)c(Oc3ccc(C)cc3C)cn2C)cs1,0.690909090909091,6.55610345858811,6.66909336724195,6.40337330077133,6.54285670886713,0.133354398933502
COc1cc(OCc2cc(=O)c(Oc3ccc(C)cc3C)cn2C)co1,0.690909090909091,6.31073850678831,6.49996775446705,6.33299801911566,6.38123476012368,0.103426372031367
COn1ccc(OCc2cc(=O)c(Oc3ccc(C)cc3C)cn2C)cc1=O,0.690909090909091,6.4298126318318,6.51473047282131,6.44853072505059,6.46435794323457,0.0446165390428527
CNc1cc(OCc2cc(=O)c(Oc3ccc(C)cc3C)cn2C)co1,0.690909090909091,6.21173528180424,6.32896091981853,6.33413183253489,6.29160934471922,0.0692212686209186
Cc1ccc(Oc2cn(C)c(COc3cc4ccon4c3)cc2=O)c(C)c1,0.690909090909091,6.44601193100541,6.43101482347766,6.40258358320039,6.42653677922782,0.0220577652652324
Cc1ccc(Oc2cn(C)c(COc3cc4ccsn4c3)cc2=O)c(C)c1,0.690909090909091,6.47378143316666,6.47293911998321,6.34885501977608,6.43185852430865,0.0718843772762297
COc1ccc(OCc2cc(=O)c(Oc3ccc(C)cc3C)cn2C)cn1,0.690909090909091,6.45074411509719,6.69434088412133,6.3660831174173,6.50372270554527,0.170421062767428
Cc1ccc(Oc2cn(C)c(COc3cnc(C#N)nc3)cc2=O)c(C)c1,0.690909090909091,6.38848816763599,6.64859462851619,6.42090226716132,6.4859950211045,0.141744991833347
