NEW_SMILES,similarity,ppIC$_{50}$ Ridge,ppIC$_{50}$ SVR,ppIC$_{50}$ RFR,mean,std
CCSc1cc(C(N)=O)ccc1Oc1cc(F)c(CC)cc1O,0.7446808510638298,7.440267143343458,6.858225591463487,7.26326246223502,7.187251732347321,0.2983727791241299
CC(=O)NCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7446808510638298,6.98408084789819,7.05873846770162,6.800658781860395,6.947826032486734,0.1328047054564158
CCNc1cc(C(N)=O)ccc1Oc1cc(F)c(CC)cc1O,0.7446808510638298,7.312985227888703,6.965749042073126,7.276554933965971,7.185096401309266,0.1908317048651129
CCc1cc(O)c(Oc2ccc(C(N)=O)cc2)cc1F,0.7441860465116279,7.358125383692162,7.269521262022225,7.310792480002002,7.312813041905463,0.04433660561014471
NC(=O)c1ccc(Oc2cc(O)c(CO)cc2O)c(F)c1,0.7441860465116279,6.832680361988206,6.856047568753081,6.577712589118009,6.755480173286432,0.1543939508977152
NCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1O,0.7441860465116279,6.659144624558229,6.884347347980996,6.552089992788418,6.698527321775881,0.1695935881747735
N#CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7391304347826086,6.874113912412653,6.592621434028928,6.859139843269165,6.775291729903582,0.1583741880259494
C#CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7391304347826086,7.107324317646529,6.77060103003185,6.837612458795558,6.905179268824646,0.178240282957135
C=CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7391304347826086,6.876136693411231,6.846476332367102,6.767040428594142,6.829884484790825,0.05640891599522115
CCc1cc(C(=O)C(N)=O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7333333333333333,6.959874375628647,6.987204023871231,6.712443882556705,6.886507427352195,0.1513615394951582
CCCc1cc(O)c(Oc2ccc(C(N)=O)cc2O)cc1F,0.7333333333333333,7.209059027495871,6.802699937029772,6.947976601833019,6.986578522119554,0.2059114100492369
CCc1cc(O)c(Oc2ccc(C(=O)N(C)C)cc2F)cc1F,0.7333333333333333,7.406270760236003,7.326191664250834,7.281762527945366,7.338074984144067,0.06309900907144664
CCc1cc(O)c(Oc2ccc(C(=O)NC)cc2F)cc1F,0.7333333333333333,7.218865945128181,7.076369272831147,7.09482598834484,7.13002040210139,0.07749393830282791
CCc1cc(CC(N)=O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7333333333333333,6.903096234477056,7.038047591325348,6.716106975681645,6.88575026716135,0.1616697310471255
